Resource ID,Longitude,Latitude,Street,City,State,Zip Code,Historic Name,Current Name,Extant,Neighborhood,Planning District,Inventory,Construction Start Year,Construction End Year,Construction Date Precision,Original Architect,Philadelphia Register Individual Designation Year,National Register Individual Designation Year,National Historic Landmark Individual Designation Year,Philadelphia Register Historic District,Photo URL,Resource URL
id,lng,lat,street,city,state,zipcode,nameHist,nameCurr,extant,neighborhood,planningDistrict,inventories,constStart,constEnd,constDateType,architects,prIndYear,nrIndYear,nhlIndYear,prDist,photo,url
3106,39.93756217,-75.14929891,317 Queen St,Philadelphia,PA,19147-3220,317 Queen St,,Yes,Queen Village,Central,,,,,,1969,,,,,http://www.preservephiladelphia.org/historic-resources/3106
3107,39.96438704,-75.17233761,2038 Brandywine St,Philadelphia,PA,19130-3205,2038 Brandywine St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3107
3108,39.94784595,-75.16825075,260 S 16th St,Philadelphia,PA,19102-3334,260 S 16th St,,Yes,Rittenhouse,Central,,,,,,1973,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/3108
3109,39.96511044,-75.16983535,1911 Green St,Philadelphia,PA,19130-3206,1911 Green St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3109
3110,39.95014493,-75.16045625,1200-02 Chestnut St,Philadelphia,PA,19107-4805,Beneficial Savings Fund Society Building,,Yes,Washington Square West,Central,,,1916,,Horace Trumbauer,2006,,,,http://pagp.webfactional.com/static/media/photos/Beneficial.jpg,http://www.preservephiladelphia.org/historic-resources/3110
3111,39.95441939,-75.14613386,205-11 N 04th St,Philadelphia,PA,19106-1801,Benjamin Shoemaker & Company Store & Warehouse,,Yes,Old City,Central,,,,,,1980,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3111
3112,39.95107003,-75.14322069,41 N 02nd St,Philadelphia,PA,19106-2214,41 N 02nd St,,Yes,Old City,Central,,,1877,,,1977,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3112
3113,39.96488865,-75.17205137,2028 Green St,Philadelphia,PA,19130-3209,2028 Green St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3113
3114,39.93958896,-75.14621314,724 S 02nd St,Philadelphia,PA,19147-3402,724 S 02nd St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3114
3115,39.94495093,-75.15842131,320 S 10th St,Philadelphia,PA,19107-6019,320 S 10th St,,Yes,Washington Square West,Central,,,,,,1984,,,,,http://www.preservephiladelphia.org/historic-resources/3115
3116,39.94563125,-75.16322151,334-36 S 13th St,Philadelphia,PA,19107-5916,334-36 S 13th St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3116
3117,40.03831187,-75.18269743,6135 Greene St,Philadelphia,PA,19144-2615,Second Presbyterian Church of Germantown,,Yes,"Germantown, West Central",Upper Northwest,,,,,,1964,,,,,http://www.preservephiladelphia.org/historic-resources/3117
3118,39.96516952,-75.17392194,2142 Green St,Philadelphia,PA,19130-3111,2142 Green St,,Yes,Spring Garden,Central,,,,,,1972,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3118
3119,39.95197007,-75.14503403,59 N 03rd St,Philadelphia,PA,19106-2221,59 N 03rd St,,Yes,Old City,Central,,,1852,,,1980,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3119
3120,40.033951,-75.17505963,54 Maplewood Ml,Philadelphia,PA,19144-0000,54 Maplewood Ml,,Yes,"Germantown, Penn Knox",Upper Northwest,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/3120
3121,39.96057923,-75.16043239,1309-25 Noble St,Philadelphia,PA,19123-3612,Lasher Printing Company,,Yes,Callowhill,Central,,,1927,,Philip S. Tyre,2004,,,,http://pagp.webfactional.com/static/media/photos/Lasher_web.jpg,http://www.preservephiladelphia.org/historic-resources/3121
3122,39.95732462,-75.1732305,2020 Race St,Philadelphia,PA,19103-1118,2020 Race St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/3122
3123,39.9460398,-75.16018953,1112 Spruce St,Philadelphia,PA,19107-6008,1112 Spruce St,,Yes,Washington Square West,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3123
3124,40.03081516,-75.16939144,46 W Queen La,Philadelphia,PA,19144-2914,46 W Queen La,,Yes,"Germantown, Penn Knox",Upper Northwest,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/3124
3125,40.02948629,-75.16666707,45 Manheim St,Philadelphia,PA,19144-2942,Junghurth House,,Yes,"Germantown, Southwest",Upper Northwest,,,,,,1963,,,,,http://www.preservephiladelphia.org/historic-resources/3125
3126,39.94520296,-75.15216992,612 Spruce St,Philadelphia,PA,19106-4114,612 Spruce St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3126
3127,39.93715398,-75.1459874,813 S Hancock St,Philadelphia,PA,19147-3440,813 S Hancock St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3127
3128,39.93578211,-75.14804386,223 Montrose St,Philadelphia,PA,19147-4226,223 Montrose St,,Yes,Queen Village,South,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/3128
3129,39.95357939,-75.14449794,151 N 03rd St,Philadelphia,PA,19106-1914,151 N 03rd St,,Yes,Old City,Central,,,,,,1984,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3129
3130,39.94601777,-75.16002053,1108 Spruce St,Philadelphia,PA,19107-6008,1108 Spruce St,,Yes,Washington Square West,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3130
3131,39.94303879,-75.1812887,2314 St Albans St,Philadelphia,PA,19146-1717,2314 St Albans St,,Yes,Graduate Hospital,Central,,,1869,,Charles Leslie,1969,,,,,http://www.preservephiladelphia.org/historic-resources/3131
3132,39.94668161,-75.15371287,224 W Washington Sq,Philadelphia,PA,19106-3522,224 W Washington Sq,,Yes,Society Hill,Central,,,1822,,,1978,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3132
3133,40.03097564,-75.16919548,42 W Queen La,Philadelphia,PA,19144-2914,42 W Queen La,,Yes,"Germantown, Penn Knox",Upper Northwest,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/3133
3134,39.94258301,-75.14996653,432 Lombard St,Philadelphia,PA,19147-1517,432 Lombard St,,Yes,Society Hill,Central,,,,,,1984,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3134
3135,39.96339593,-75.1657186,1645 Spring Garden St,Philadelphia,PA,19130-3913,Masterman Public School,,Yes,Spring Garden,Central,,,1932,,Irwin T. Catherine,1984,1985,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3135
3136,39.95050084,-75.17767012,2203 St James Pl,Philadelphia,PA,19103-5501,2203 St James Pl,,Yes,Rittenhouse,Central,,,,,,1969,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/3136
3137,39.94235427,-75.18114439,2303 Madison Sq,Philadelphia,PA,19146-1712,2303 Madison Sq,,Yes,Graduate Hospital,Central,,,,,,1971,,,,,http://www.preservephiladelphia.org/historic-resources/3137
3138,39.93809582,-75.15232078,515 Queen St,Philadelphia,PA,19147-3032,515 Queen St,,Yes,Queen Village,Central,,,,,,1975,,,,,http://www.preservephiladelphia.org/historic-resources/3138
3139,40.04820884,-75.18369262,6500 Germantown Ave,Philadelphia,PA,19119-2246,Bardsley House,,Yes,"Mount Airy, West",Upper Northwest,,,,,,1957,,,,,http://www.preservephiladelphia.org/historic-resources/3139
3140,39.96602688,-75.16948354,1916 Wallace St,Philadelphia,PA,19130-3220,1916 Wallace St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3140
3141,39.95158932,-75.1423628,116-18 Arch St,Philadelphia,PA,19106-2203,Chancery Lane,,Yes,Old City,Central,,,,,,1976,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3141
3142,39.9470058,-75.16027484,244 Quince St,Philadelphia,PA,19107-5741,244 Quince St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3142
3143,39.95436411,-75.15641386,126-30 N 10th St,Philadelphia,PA,19107-2308,126-30 N 10th St,,Yes,Chinatown,Central,,,,,,1974,,,,,http://www.preservephiladelphia.org/historic-resources/3143
3144,39.96404973,-75.17164896,2017 Spring Garden St,Philadelphia,PA,19130-3804,2017 Spring Garden St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3144
3145,39.9447636,-75.15141922,540 Cypress St,Philadelphia,PA,19106-4104,540 Cypress St,,Yes,Society Hill,Central,,,,,,1984,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3145
3146,39.95335466,-75.14550276,305 Cherry St,Philadelphia,PA,19106-1803,305 Cherry St,,Yes,Old City,Central,,,,,,1977,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3146
3147,39.94346954,-75.14674829,247 Pine St,Philadelphia,PA,19106-4313,247 Pine St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3147
3148,39.96619783,-75.1709273,2010 Wallace St,Philadelphia,PA,19130-3222,2010 Wallace St,,Yes,Spring Garden,Central,,,,,,1972,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3148
3149,39.93611873,-75.14616361,841 S Hancock St,Philadelphia,PA,19147-3437,841 S Hancock St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3149
3150,39.94054284,-75.14532492,620 S Hancock St,Philadelphia,PA,19147-2405,620 S Hancock St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3150
3151,39.94417245,-75.15075064,508 Delancey St,Philadelphia,PA,19106-4106,508 Delancey St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3151
3152,39.93663369,-75.14591213,122 Queen St,Philadelphia,PA,19147-3435,122 Queen St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3152
3153,39.94937151,-75.14327024,8-10 Letitia St,Philadelphia,PA,19106-3050,8-10 Letitia St,,Yes,Old City,Central,,,,,,1976,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3153
3154,39.94458065,-75.16365392,1313 Lombard St,Philadelphia,PA,19147-1003,1313 Lombard St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3154
3155,39.94511918,-75.16309758,1300 Pine St,Philadelphia,PA,19107-5820,1300 Pine St,,Yes,Washington Square West,Central,,,,,,1972,,,,,http://www.preservephiladelphia.org/historic-resources/3155
3156,39.94884391,-75.14421376,46 S 02nd St,Philadelphia,PA,19106-2802,46 S 02nd St,,Yes,Old City,Central,,,1840,,,1976,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3156
3157,40.03047406,-75.17159895,113 W Penn St,Philadelphia,PA,19144-6221,113 W Penn St,,Yes,"Germantown, Penn Knox",Upper Northwest,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/3157
3158,39.94204711,-75.18000683,2212 Madison Sq,Philadelphia,PA,19146-1711,2212 Madison Sq,,Yes,Graduate Hospital,Central,,,,,,1971,,,,,http://www.preservephiladelphia.org/historic-resources/3158
3159,39.94945284,-75.20487007,506 Woodland Ter,Philadelphia,PA,19104-4512,506 Woodland Ter,,Yes,Woodland Terrace,University/Southwest,,,,,,1963,,,,,http://www.preservephiladelphia.org/historic-resources/3159
3160,39.94906822,-75.1454419,24-30 Bank St,Philadelphia,PA,19106-2811,24-30 Bank St,,Yes,Old City,Central,,,,,,1976,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3160
3161,39.95011423,-75.21570595,4625 Hazel Ave,Philadelphia,PA,19143-2103,4625 Hazel Ave,,Yes,Cedar Park,University/Southwest,,,,,,1976,,,,,http://www.preservephiladelphia.org/historic-resources/3161
3162,40.03141504,-75.17721,180 Maplewood Ave,Philadelphia,PA,19144-0000,180 Maplewood Ave,,Yes,"Germantown, Penn Knox",Upper Northwest,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/3162
3163,39.94905406,-75.14573769,41-43 S 03rd St,Philadelphia,PA,19106-2814,41-43 S 03rd St,,Yes,Old City,Central,,,,,,1977,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3163
3164,39.96193844,-75.13868406,718 N Front St,Philadelphia,PA,19123-3114,718 N Front St,,Yes,Northern Liberties,Central,,,,,,1984,,,,,http://www.preservephiladelphia.org/historic-resources/3164
3165,39.95696512,-75.17353643,111 N Lambert St,Philadelphia,PA,19103-1106,111 N Lambert St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/3165
3166,39.94963226,-75.14342499,130 Market St,Philadelphia,PA,19106-3015,130 Market St,,Yes,Old City,Central,,,,,,1976,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3166
3167,39.9455302,-75.1618795,337 S Camac St,Philadelphia,PA,19107-5926,337 S Camac St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3167
3168,39.94462468,-75.16252391,411 S Iseminger St,Philadelphia,PA,19147-1113,411 S Iseminger St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3168
3169,39.95652341,-75.17424028,123 N 21st St,Philadelphia,PA,19103-1438,123 N 21st St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/3169
3170,39.94781269,-75.17782333,2131 Delancey Pl,Philadelphia,PA,19103-6511,2131 Delancey Pl,,Yes,Rittenhouse,Central,,,,,,1972,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/3170
3171,39.93451498,-75.14657139,132 Carpenter St,Philadelphia,PA,19147-4212,132 Carpenter St,,Yes,Queen Village,South,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3171
3172,39.94361693,-75.15147575,528 Pine St,Philadelphia,PA,19106-4111,528 Pine St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3172
3173,39.94447587,-75.16257015,419 S Iseminger St,Philadelphia,PA,19147-1113,419 S Iseminger St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3173
3174,39.94479433,-75.16070234,402 Quince St,Philadelphia,PA,19147-1221,402 Quince St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3174
3175,39.93983901,-75.14496271,115 Kenilworth St,Philadelphia,PA,19147-3409,115 Kenilworth St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3175
3176,39.93416334,-75.14621637,121 League St,Philadelphia,PA,19147-4224,121 League St,,Yes,Queen Village,South,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3176
3177,39.94523063,-75.1465567,259 S 03rd St,Philadelphia,PA,19106-3912,259 S 03rd St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3177
3178,39.9413339,-75.21940146,1315-17 S 52nd St,Philadelphia,PA,19143-4308,1315-17 S 52nd St,,Yes,Kingsessing,University/Southwest,,,1910,,E. Allen Wilson,1986,1985,,,,http://www.preservephiladelphia.org/historic-resources/3178
3179,39.94451769,-75.15402486,713 Pine St,Philadelphia,PA,19106-4004,713 Pine St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3179
3180,39.94826769,-75.17884382,2223 Delancey Pl,Philadelphia,PA,19103-6501,2223 Delancey Pl,,Yes,Rittenhouse,Central,,,,,,1974,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/3180
3181,39.951541,-75.143386,70R-72 N 02nd St,Philadelphia,PA,19106-2217,70R-72 N 02nd St,,Yes,Old City,Central,,,1895,,,1977,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3181
3182,40.03283977,-75.16137123,304 E Wister St,Philadelphia,PA,19144-1829,304 E Wister St,,Yes,Wister,Upper Northwest,,,,,,1967,,,,,http://www.preservephiladelphia.org/historic-resources/3182
3183,39.94972718,-75.20426467,501 Woodland Ter,Philadelphia,PA,19104-4511,501 Woodland Ter,,Yes,Woodland Terrace,University/Southwest,,,,,,1963,,,,,http://www.preservephiladelphia.org/historic-resources/3183
3184,39.98957026,-75.25012139,6260 City Ave,Philadelphia,PA,19151-0000,Overbrook Train Station,,Yes,Overbrook,West Park,,,,,,1985,,,,,http://www.preservephiladelphia.org/historic-resources/3184
3185,39.97227033,-75.16734185,1834 W Girard Ave,Philadelphia,PA,19130-1545,1834 W Girard Ave,,Yes,Francisville,Lower North,,,,,,1984,,,,,http://www.preservephiladelphia.org/historic-resources/3185
3186,39.94352368,-75.16105494,1126 Rodman St,Philadelphia,PA,19147-1202,1126 Rodman St,,Yes,Washington Square West,Central,,,,,,1984,,,,,http://www.preservephiladelphia.org/historic-resources/3186
3187,40.03469549,-75.15942639,424 E Wister St,Philadelphia,PA,19144-1831,424 E Wister St,,Yes,Wister,Upper Northwest,,,,,,1967,,,,,http://www.preservephiladelphia.org/historic-resources/3187
3188,39.96167238,-75.14922845,524 N Marshall St,Philadelphia,PA,19123-3900,German Society of PA Library,,Yes,East Poplar,Central,,,1888,,William Gette,1974,1992,,,,http://www.preservephiladelphia.org/historic-resources/3188
3189,40.01989204,-75.15323602,1621 Rowan St,Philadelphia,PA,19140-1809,1621 Rowan St,,Yes,Nicetown,North,,,,,,1967,,,,,http://www.preservephiladelphia.org/historic-resources/3189
3190,39.96538299,-75.16988465,1922 Mount Vernon St,Philadelphia,PA,19130-3214,1922 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3190
3191,39.98544366,-75.16032333,1615 Diamond St,Philadelphia,PA,19121-0000,1615 Diamond St,,Yes,Stanton,Lower North,,,,,,1974,,,Diamond Street,,http://www.preservephiladelphia.org/historic-resources/3191
3192,39.93851638,-75.14707281,222 Fitzwater St,Philadelphia,PA,19147-3305,222 Fitzwater St,,Yes,Queen Village,Central,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/3192
3193,39.9766294,-75.16127106,1509 N 16th St,Philadelphia,PA,19121-4204,1509 N 16th St,,Yes,North Central,Lower North,,,,,,1982,,,,,http://www.preservephiladelphia.org/historic-resources/3193
3194,40.07376345,-75.2027966,8217-19 Germantown Ave,Philadelphia,PA,19118-3401,Hiram House,,Yes,Chestnut Hill,Upper Northwest,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/3194
3195,39.94562513,-75.16248071,1219 Panama St,Philadelphia,PA,19107-5922,1219 Panama St,,Yes,Washington Square West,Central,,,,,,1959,,,,,http://www.preservephiladelphia.org/historic-resources/3195
3196,39.94662851,-75.15709108,242 S Hutchinson St,Philadelphia,PA,19107-5703,242 S Hutchinson St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3196
3197,39.95745218,-75.17405105,157 N 21st St,Philadelphia,PA,19103-1113,157 N 21st St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/3197
3198,39.95408914,-75.14401104,229 Race St,Philadelphia,PA,19106-1909,229 Race St,,Yes,Old City,Central,,,,,,1958,,,Old City,,http://www.preservephiladelphia.org/historic-resources/3198
3199,39.94568337,-75.14802123,259 S 04th St,Philadelphia,PA,19106-3819,259 S 04th St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3199
3200,39.94357762,-75.15495574,425 S 08th St,Philadelphia,PA,19147-1339,425 S 08th St,,Yes,Society Hill,Central,,,,,,1965,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3200
3201,39.94793737,-75.16762941,249 S 16th St,Philadelphia,PA,19102-3303,249 S 16th St,,Yes,Rittenhouse,Central,,,,,,1973,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/3201
3202,39.94553243,-75.16367723,1321-25 Pine St,Philadelphia,PA,19107-5819,1321-25 Pine St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3202
3203,40.04017866,-75.17731554,25 High St,Philadelphia,PA,19119-0000,Daniel Pastorius House,,Yes,"Germantown, Morton",Upper Northwest,,,,,,1957,,,,,http://www.preservephiladelphia.org/historic-resources/3203
3204,39.9519844,-75.19744829,3704-06 Locust Wlk,Philadelphia,PA,19104-3703,Kappa Epsilon Fraternity House,,Yes,University City,University/Southwest,,,,,,1974,,,,,http://www.preservephiladelphia.org/historic-resources/3204
3205,39.94535085,-75.16228752,1225 Pine St,Philadelphia,PA,19107-5945,1225 Pine St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3205
3206,39.94578148,-75.15767579,926 Spruce St,Philadelphia,PA,19107-6018,926 Spruce St,,Yes,Washington Square West,Central,,,1831,,Thomas U. Walter,1958,1977,,,,http://www.preservephiladelphia.org/historic-resources/3206
3207,39.9437104,-75.1468894,248 Delancey St,Philadelphia,PA,19106-4330,248 Delancey St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3207
3208,39.94379509,-75.14913107,409 Pine St,Philadelphia,PA,19106-4213,409 Pine St,,Yes,Society Hill,Central,,,,,,1984,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3208
3209,39.93404257,-75.14700902,140 League St,Philadelphia,PA,19147-4225,140 League St,,Yes,Queen Village,South,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/3209
3210,40.03922457,-75.16607932,421 Church La,Philadelphia,PA,19144-5819,421 Church La,,Yes,"Germantown, East",Upper Northwest,,,,,,1975,,,,,http://www.preservephiladelphia.org/historic-resources/3210
3211,39.94629399,-75.15563328,250 S Darien St,Philadelphia,PA,19107-5700,250 S Darien St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/3211
3212,39.9356942,-75.14790262,217 Montrose St,Philadelphia,PA,19147-4226,217 Montrose St,,Yes,Queen Village,South,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/3212
3213,39.9439669,-75.15081171,511 Pine St,Philadelphia,PA,19106-4110,511 Pine St,,Yes,Society Hill,Central,,,,,,1979,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/3213
3214,39.96388448,-75.17057287,1935 Spring Garden St,Philadelphia,PA,19130-3806,1935 Spring Garden St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/3214
3215,39.94401285,-75.1640493,1323 Rodman St,Philadelphia,PA,19147-1033,1323 Rodman St,,Yes,Washington Square West,Central,,,,,,1964,,,,,http://www.preservephiladelphia.org/historic-resources/3215
