Resource ID,Longitude,Latitude,Street,City,State,Zip Code,Historic Name,Current Name,Extant,Neighborhood,Planning District,Inventory,Construction Start Year,Construction End Year,Construction Date Precision,Original Architect,Philadelphia Register Individual Designation Year,National Register Individual Designation Year,National Historic Landmark Individual Designation Year,Philadelphia Register Historic District,Photo URL,Resource URL
id,lng,lat,street,city,state,zipcode,nameHist,nameCurr,extant,neighborhood,planningDistrict,inventories,constStart,constEnd,constDateType,architects,prIndYear,nrIndYear,nhlIndYear,prDist,photo,url
6320,39.94815743,-75.14375832,132 Chestnut St,Philadelphia,PA,19106-3009,132 Chestnut St,,Yes,Old City,Central,,,,,,1970,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6320
6321,39.94659233,-75.15850261,253 S Warnock St,Philadelphia,PA,19107-5760,253 S Warnock St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6321
6322,39.97636334,-75.16139707,1501-03 N 16th St,Philadelphia,PA,19121-4204,1501-03 N 16th St,,Yes,North Central,Lower North,,,,,,1982,,,,,http://www.preservephiladelphia.org/historic-resources/6322
6323,39.95141221,-75.16031548,1200 Market St,Philadelphia,PA,19107-3615,PSFS Building,,Yes,Washington Square West,Central,,,1929,,"G. & Lescaze, W. Howe",1968,,1976,,,http://www.preservephiladelphia.org/historic-resources/6323
6324,39.94593098,-75.15428014,733 Spruce St,Philadelphia,PA,19106-4006,733 Spruce St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6324
6325,39.94736059,-75.17560604,2018 Delancey Pl,Philadelphia,PA,19103-6510,2018 Delancey Pl,,Yes,Rittenhouse,Central,,,1865,,,1972,1982,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6325
6326,39.94439852,-75.1642769,1330 Lombard St,Philadelphia,PA,19147-1004,1330 Lombard St,,Yes,Washington Square West,Central,,,,,,1984,,,,,http://www.preservephiladelphia.org/historic-resources/6326
6327,39.94242397,-75.18168526,2315 Madison Sq,Philadelphia,PA,19146-1712,2315 Madison Sq,,Yes,Graduate Hospital,Central,,,,,,1971,,,,,http://www.preservephiladelphia.org/historic-resources/6327
6328,39.94568896,-75.16250014,322 S Iseminger St,Philadelphia,PA,19107-5904,322 S Iseminger St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6328
6329,39.96463328,-75.16963757,1906 Green St,Philadelphia,PA,19130-3207,1906 Green St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6329
6330,39.92539952,-75.16915441,2001-07 S Broad St,Philadelphia,PA,19148-5505,Philadelphia Saving Fund Society South Broad Branch,,Yes,East Passyunk,South,,1923,1924,,"Mellor, Meigs & Howe, Samuel Yellin",2011,,,,,http://www.preservephiladelphia.org/historic-resources/6330
6331,39.966539,-75.17053397,2003 Wallace St,Philadelphia,PA,19130-3221,2003 Wallace St,,Yes,Spring Garden,Central,,,,,,1972,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6331
6332,40.03408195,-75.17537941,53 Maplewood Ml,Philadelphia,PA,19144-0000,53 Maplewood Ml,,Yes,"Germantown, Penn Knox",Upper Northwest,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6332
6333,39.94625122,-75.17694642,2105 Lombard St,Philadelphia,PA,19146-1216,2105 Lombard St,,Yes,Rittenhouse,Central,,,,,,1975,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6333
6334,39.93773855,-75.15205575,506 Queen St,Philadelphia,PA,19147-3023,506 Queen St,,Yes,Queen Village,Central,,,,,,1982,,,,,http://www.preservephiladelphia.org/historic-resources/6334
6335,39.95600902,-75.1657409,108 N Mole St,Philadelphia,PA,19102-1405,108 N Mole St,,Yes,Logan Square,Central,,,,,,1967,,,,,http://www.preservephiladelphia.org/historic-resources/6335
6336,39.94409026,-75.15564474,810 Pine St,Philadelphia,PA,19107-6015,810 Pine St,,Yes,Washington Square West,Central,,,,,,1967,,,,,http://www.preservephiladelphia.org/historic-resources/6336
6337,39.94473441,-75.14872885,308 S 04th St,Philadelphia,PA,19106-4203,308 S 04th St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6337
6338,39.93454848,-75.14663396,134 Carpenter St,Philadelphia,PA,19147-4212,134 Carpenter St,,Yes,Queen Village,South,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6338
6339,39.94448558,-75.16283283,1241 Lombard St,Philadelphia,PA,19147-1132,1241 Lombard St,,Yes,Washington Square West,Central,,,,,,1959,,,,,http://www.preservephiladelphia.org/historic-resources/6339
6340,39.94380535,-75.15207348,600 Pine St,Philadelphia,PA,19106-4109,600 Pine St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6340
6341,39.93448183,-75.14757103,1011 E Moyamensing Ave,Philadelphia,PA,19147-4230,1011 E Moyamensing Ave,,Yes,Queen Village,South,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6341
6342,40.0195551,-75.15287122,1611 St Paul St,Philadelphia,PA,19140-1813,1611 St Paul St,,Yes,Nicetown,North,,,,,,1967,,,,,http://www.preservephiladelphia.org/historic-resources/6342
6343,39.94819615,-75.17830307,2207 Delancey Pl,Philadelphia,PA,19103-6501,2207 Delancey Pl,,Yes,Rittenhouse,Central,,,,,,1974,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6343
6344,39.93743282,-75.14628912,803-05 S 02nd St,Philadelphia,PA,19147-3415,803-05 S 02nd St,,Yes,Queen Village,Central,,,,,,1964,,,,,http://www.preservephiladelphia.org/historic-resources/6344
6345,39.96663256,-75.17480634,2210 Wallace St,Philadelphia,PA,19130-3126,2210 Wallace St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6345
6346,39.9446384,-75.1480979,332 Spruce St,Philadelphia,PA,19106-4201,Girard  Row,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6346
6347,39.93448313,-75.14607782,114 Carpenter St,Philadelphia,PA,19147-4212,114 Carpenter St,,Yes,Queen Village,South,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6347
6348,39.9571402,-75.17349796,119 N Lambert St,Philadelphia,PA,19103-1106,119 N Lambert St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6348
6349,39.94379212,-75.14735503,302 Delancey St,Philadelphia,PA,19106-4209,302 Delancey St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6349
6350,39.94214439,-75.14807923,313 Gaskill St,Philadelphia,PA,19147-1511,313 Gaskill St,,Yes,Society Hill,Central,,,,,,1963,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6350
6351,39.96466029,-75.17221761,2051 Brandywine St,Philadelphia,PA,19130-3204,2051 Brandywine St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6351
6352,39.94508993,-75.1592808,1024 Clinton St,Philadelphia,PA,19107-6017,1024 Clinton St,,Yes,Washington Square West,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6352
6353,39.96400497,-75.17129789,2009 Spring Garden St,Philadelphia,PA,19130-3804,2009 Spring Garden St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6353
6354,39.96553696,-75.16146077,642-48 N Broad St,Philadelphia,PA,19130-3409,Snellenburg Clothing Factory,,Yes,Spring Garden,Central,,,1904,,Francis Bros. & Jellett,1987,1986,,,,http://www.preservephiladelphia.org/historic-resources/6354
6355,40.02143855,-75.10129916,4500 E Fishers La,Philadelphia,PA,19124-0000,4500 E Fishers La,,Yes,Northwood,Lower Northeast,,,,,,1965,,,,,http://www.preservephiladelphia.org/historic-resources/6355
6356,39.94598327,-75.16170312,306 S Fawn St,Philadelphia,PA,19107-5913,306 S Fawn St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6356
6357,39.94593153,-75.16712364,1507 Pine St,Philadelphia,PA,19102-4624,1507 Pine St,,Yes,Rittenhouse,Central,,,,,,1971,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6357
6358,39.9439254,-75.15820509,941 Lombard St,Philadelphia,PA,19147-1239,941 Lombard St,,Yes,Washington Square West,Central,,,,,,1959,,,,,http://www.preservephiladelphia.org/historic-resources/6358
6359,39.94615262,-75.15695926,919 Spruce St,Philadelphia,PA,19107-5721,919 Spruce St,,Yes,Washington Square West,Central,,,,,,1973,,,,,http://www.preservephiladelphia.org/historic-resources/6359
6360,39.94548276,-75.1623858,1216 Panama St,Philadelphia,PA,19107-5920,1216 Panama St,,Yes,Washington Square West,Central,,,,,,1959,,,,,http://www.preservephiladelphia.org/historic-resources/6360
6361,39.96625122,-75.17310502,2123 Mount Vernon St,Philadelphia,PA,19130-3133,2123 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6361
6362,40.07998292,-75.205012,46 Summit St,Philadelphia,PA,19118-0000,46 Summit St,,Yes,Chestnut Hill,Upper Northwest,,,,,,1973,,,,,http://www.preservephiladelphia.org/historic-resources/6362
6363,40.04590433,-75.18260686,6404 Germantown Ave,Philadelphia,PA,19119-2343,6404 Germantown Ave,,Yes,"Mount Airy, West",Upper Northwest,,,,,,1972,,,,,http://www.preservephiladelphia.org/historic-resources/6363
6364,39.94736853,-75.17409749,1940 Delancey Pl,Philadelphia,PA,19103-6612,1940 Delancey Pl,,Yes,Rittenhouse,Central,,,,,,1972,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6364
6365,39.94385663,-75.16417182,521 S Juniper St,Philadelphia,PA,19147-1036,521 S Juniper St,,Yes,Washington Square West,Central,,,,,,1984,,,,,http://www.preservephiladelphia.org/historic-resources/6365
6366,39.9461611,-75.15702397,921 Spruce St,Philadelphia,PA,19107-5721,921 Spruce St,,Yes,Washington Square West,Central,,,,,,1973,,,,,http://www.preservephiladelphia.org/historic-resources/6366
6367,40.03816942,-75.17708113,5922-26 Germantown Ave,Philadelphia,PA,19144-2110,Keyser Houses,,Yes,"Germantown, West Central",Upper Northwest,,,,,,1957,,,,,http://www.preservephiladelphia.org/historic-resources/6367
6368,39.96671982,-75.17196852,2045 Wallace St,Philadelphia,PA,19130-3221,2045 Wallace St,,Yes,Spring Garden,Central,,,,,,1972,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6368
6369,39.9346745,-75.14792228,1004 E Moyamensing Ave,Philadelphia,PA,19147-4231,1004 E Moyamensing Ave,,Yes,Queen Village,South,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6369
6370,39.93514948,-75.14826984,219 Carpenter St,Philadelphia,PA,19147-4213,219 Carpenter St,,Yes,Queen Village,South,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6370
6371,39.94286637,-75.15438334,718 Bradford Aly,Philadelphia,PA,19147-1320,718 Bradford Aly,,Yes,Society Hill,Central,,,,,,1984,,,,,http://www.preservephiladelphia.org/historic-resources/6371
6372,39.9485002,-75.16155345,1216-20 Chancellor St,Philadelphia,PA,19107-5471,1216-20 Chancellor St,,Yes,Washington Square West,Central,,,,,,1969,,,,,http://www.preservephiladelphia.org/historic-resources/6372
6373,39.94419558,-75.1575952,900 Waverly St,Philadelphia,PA,19147-1225,900 Waverly St,,Yes,Washington Square West,Central,,,,,,1959,,,,,http://www.preservephiladelphia.org/historic-resources/6373
6374,39.94534715,-75.15760212,929 Clinton St,Philadelphia,PA,19107-6013,929 Clinton St,,Yes,Washington Square West,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6374
6375,39.93920463,-75.14501003,114 Monroe St,Philadelphia,PA,19147-3412,114 Monroe St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6375
6376,39.93241104,-75.14619283,1102 S Front St,Philadelphia,PA,19147-5514,1102 S Front St,,Yes,Pennsport,South,,,,,,1984,,,,,http://www.preservephiladelphia.org/historic-resources/6376
6377,39.9667842,-75.17250638,2107 Wallace St,Philadelphia,PA,19130-3104,2107 Wallace St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6377
6378,39.94236339,-75.18244057,2330 Madison Sq,Philadelphia,PA,19146-1713,2330 Madison Sq,,Yes,Graduate Hospital,Central,,,,,,1971,,,,,http://www.preservephiladelphia.org/historic-resources/6378
6379,40.03132314,-75.17730328,182 Maplewood Ave,Philadelphia,PA,19144-0000,182 Maplewood Ave,,Yes,"Germantown, Penn Knox",Upper Northwest,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6379
6380,39.94436611,-75.14629313,308 S American St,Philadelphia,PA,19106-4334,308 S American St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6380
6381,39.96582862,-75.17284689,2110 Mount Vernon St,Philadelphia,PA,19130-3134,2110 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6381
6382,39.94546547,-75.15125862,535 Spruce St,Philadelphia,PA,19106-3707,535 Spruce St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6382
6383,39.94418609,-75.15086152,512 Delancey St,Philadelphia,PA,19106-4106,512 Delancey St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6383
6384,39.95357378,-75.1424886,142 Race St,Philadelphia,PA,19106-2008,142 Race St,,Yes,Old City,Central,,,,,,1972,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6384
6385,39.94503509,-75.15046339,508 Spruce St,Philadelphia,PA,19106-4112,508 Spruce St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6385
6386,39.9767875,-75.16351288,1506 N 17th St,Philadelphia,PA,19121-4209,"Elkins Speculative Houses, c.1886, Willis Hale, architect",,Yes,North Central,Lower North,,,,,,1983,,,,,http://www.preservephiladelphia.org/historic-resources/6386
6387,39.94454648,-75.15425791,719 Pine St,Philadelphia,PA,19106-4004,719 Pine St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6387
6388,39.95681396,-75.1741711,131 N 21st St,Philadelphia,PA,19103-1113,131 N 21st St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6388
6389,39.9348626,-75.14723118,934 S 02nd St,Philadelphia,PA,19147-4203,934 S 02nd St,,Yes,Queen Village,South,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6389
6390,39.95642182,-75.16545457,1526 Race St,Philadelphia,PA,19102-1406,1526 Race St,,Yes,Logan Square,Central,,,,,,1967,,,,,http://www.preservephiladelphia.org/historic-resources/6390
6391,39.94356641,-75.14582158,214 Delancey St,Philadelphia,PA,19106-4309,214 Delancey St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6391
6392,39.96486834,-75.17370536,2125 Brandywine St,Philadelphia,PA,19130-3106,2125 Brandywine St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6392
6393,39.95673256,-75.17332452,2025 Cherry St,Philadelphia,PA,19103-1112,2025 Cherry St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6393
6394,39.94190497,-75.14799627,308 Gaskill St,Philadelphia,PA,19147-1503,308 Gaskill St,,Yes,Society Hill,Central,,,,,,1963,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6394
6395,39.93908701,-75.14474439,736 S Front St,Philadelphia,PA,19147-3519,736 S Front St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6395
6396,39.94471342,-75.1511989,532 Cypress St,Philadelphia,PA,19106-4104,532 Cypress St,,Yes,Society Hill,Central,,,,,,1970,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6396
6397,39.96592335,-75.17098421,2011 Mount Vernon St,Philadelphia,PA,19130-3235,2011 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6397
6398,40.04322594,-75.18031058,6233-35 Germantown Ave,Philadelphia,PA,19144-2033,6233-35 Germantown Ave,,Yes,"Germantown, Morton",Upper Northwest,,,,,,1964,,,,,http://www.preservephiladelphia.org/historic-resources/6398
6399,39.956741,-75.13947419,10-18 Callowhill St,Philadelphia,PA,19123-4204,Hetz Lot / West Shipyard,,Yes,Riverfront,Central,,,,,,1987,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6399
6400,39.94427468,-75.1579879,918 Waverly St,Philadelphia,PA,19147-1225,918 Waverly St,,Yes,Washington Square West,Central,,,,,,1959,,,,,http://www.preservephiladelphia.org/historic-resources/6400
6401,39.93866371,-75.14577829,139 Fitzwater St,Philadelphia,PA,19147-3407,139 Fitzwater St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6401
6402,39.96644209,-75.1748433,2211 Mount Vernon St,Philadelphia,PA,19130-3114,2211 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6402
6403,39.94371884,-75.15649868,415 S 09th St,Philadelphia,PA,19147-1329,415 S 09th St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6403
6404,39.9421815,-75.14479247,123 Lombard St,Philadelphia,PA,19147-1601,123 Lombard St,,Yes,Society Hill,Central,,,,,,1978,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6404
6405,40.03332911,-75.16880419,29 E Penn St,Philadelphia,PA,19144-2307,Ivy Lodge,,Yes,Wister,Upper Northwest,,,1850,,Samuel Sloan,1970,1972,,,,http://www.preservephiladelphia.org/historic-resources/6405
6406,39.95652685,-75.1737519,2040 Cherry St,Philadelphia,PA,19103-1413,2040 Cherry St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6406
6407,39.948965,-75.14610419,48 S 03rd St,Philadelphia,PA,19106-2701,48 S 03rd St,,Yes,Old City,Central,,,,,,1973,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6407
6408,39.94330566,-75.18094501,2305 St Albans St,Philadelphia,PA,19146-1716,2305 St Albans St,,Yes,Graduate Hospital,Central,,,1869,,Charles Leslie,1969,,,,,http://www.preservephiladelphia.org/historic-resources/6408
6409,39.94587072,-75.15377422,717 Spruce St,Philadelphia,PA,19106-4006,717 Spruce St,,Yes,Society Hill,Central,,,,,,1970,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6409
6410,39.95747163,-75.19010992,3310 Arch St,Philadelphia,PA,19104-2708,3310 Arch St,,Yes,University City,University/Southwest,,,1890,,A.W. Pilks,1987,1983,,,,http://www.preservephiladelphia.org/historic-resources/6410
6411,39.94607066,-75.16402006,320 S Juniper St,Philadelphia,PA,19107-5818,320 S Juniper St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6411
6412,39.94730595,-75.16873826,1614 Spruce St,Philadelphia,PA,19103-6719,1614 Spruce St,,Yes,Rittenhouse,Central,,,,,,1969,,,Rittenhouse-Fitler,,http://www.preservephiladelphia.org/historic-resources/6412
6413,39.96464249,-75.1697112,1908 Green St,Philadelphia,PA,19130-3207,1908 Green St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6413
6414,39.94382121,-75.1493363,415 Pine St,Philadelphia,PA,19106-4213,415 Pine St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6414
6415,39.9375783,-75.14745245,224 Catharine St,Philadelphia,PA,19147-3303,224 Catharine St,,Yes,Queen Village,Central,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6415
6416,39.95073,-75.145552,28R N 03rd St,Philadelphia,PA,19106-2115,28R N 03rd St,,Yes,Old City,Central,,,1857,,,1984,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6416
6417,39.94536957,-75.15034352,509 Spruce St,Philadelphia,PA,19106-3707,509 Spruce St,,Yes,Society Hill,Central,,,,,,1962,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6417
6418,39.93620153,-75.14709853,203 Christian St,Philadelphia,PA,19147-4216,203 Christian St,,Yes,Queen Village,Central,,,,,,1966,,,,,http://www.preservephiladelphia.org/historic-resources/6418
6419,39.94955847,-75.14238316,100 Market St,Philadelphia,PA,19106-3006,100 Market St,,Yes,Old City,Central,,,,,,1976,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6419
6420,39.95197479,-75.20169524,3905 Spruce St,Philadelphia,PA,19104-4112,3905 Spruce St,,Yes,University City,University/Southwest,,,,,,1963,,,,,http://www.preservephiladelphia.org/historic-resources/6420
6421,39.93976535,-75.14465287,105 Kenilworth St,Philadelphia,PA,19147-3409,105 Kenilworth St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6421
6422,39.94505909,-75.15138958,532-36 Spruce St,Philadelphia,PA,19106-4112,Rebecca Gratz Club,,Yes,Society Hill,Central,,,1820,,,1957,,1965,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6422
6423,39.94530765,-75.14961869,431 Spruce St,Philadelphia,PA,19106-3706,431 Spruce St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6423
6424,39.95739886,-75.17495559,123 N Van Pelt St,Philadelphia,PA,19103-1016,123 N Van Pelt St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6424
6425,39.9551967,-75.15685039,1022 Race St,Philadelphia,PA,19107-2306,1022 Race St,,Yes,Chinatown,Central,,,,,,1974,,,,,http://www.preservephiladelphia.org/historic-resources/6425
6426,39.95051211,-75.14541858,7 N 03rd St,Philadelphia,PA,19106-2207,7 N 03rd St,,Yes,Old City,Central,,,1845,,,1984,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6426
6427,39.93850769,-75.15223779,514 Catharine St,Philadelphia,PA,19147-3034,514 Catharine St,,Yes,Queen Village,Central,,,,,,1977,,,,,http://www.preservephiladelphia.org/historic-resources/6427
6428,39.94252796,-75.14917016,504 S 04th St,Philadelphia,PA,19147-1507,504 S 04th St,,Yes,Society Hill,Central,,,,,,1963,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6428
6429,39.95733356,-75.17329409,2022 Race St,Philadelphia,PA,19103-1118,2022 Race St,,Yes,Logan Square,Central,,,,,,1970,,,,,http://www.preservephiladelphia.org/historic-resources/6429
6430,39.94747384,-75.15581462,223 S 09th St,Philadelphia,PA,19107-5506,223 S 09th St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6430
6431,39.95035238,-75.14535885,253 Market St,Philadelphia,PA,19106-2222,253 Market St,,Yes,Old City,Central,,,,,,1976,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6431
6432,39.94934627,-75.14250734,10 S Front St,Philadelphia,PA,19106-3001,10 S Front St,,Yes,Old City,Central,,,,,,1976,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6432
6433,39.93856098,-75.15096399,431 Catharine St,Philadelphia,PA,19147-3105,431 Catharine St,,Yes,Queen Village,Central,,,,,,1978,,,,,http://www.preservephiladelphia.org/historic-resources/6433
6434,39.9397097,-75.14621762,718 S 02nd St,Philadelphia,PA,19147-3402,718 S 02nd St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6434
6435,39.94172161,-75.14882893,339 South St,Philadelphia,PA,19147-1518,339 South St,,Yes,Society Hill,Central,,,,,,1963,,,,,http://www.preservephiladelphia.org/historic-resources/6435
6436,39.949044,-75.20484306,516 Woodland Ter,Philadelphia,PA,19104-4512,516 Woodland Ter,,Yes,Woodland Terrace,University/Southwest,,,,,,1963,,,,,http://www.preservephiladelphia.org/historic-resources/6436
6437,39.94392709,-75.15395121,708 Pine St,Philadelphia,PA,19106-4005,708 Pine St,,Yes,Society Hill,Central,,,,,,1957,,,Society Hill,,http://www.preservephiladelphia.org/historic-resources/6437
6438,39.9635743,-75.16718096,1719-29 Spring Garden St,Philadelphia,PA,19130-3915,1719-29 Spring Garden St,,Yes,Spring Garden,Central,,,,,,1984,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6438
6439,39.94675882,-75.15977228,231 S Jessup St,Philadelphia,PA,19107-5723,231 S Jessup St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6439
6440,39.96023603,-75.18829913,3218 Powelton Ave,Philadelphia,PA,19104-2538,3218 Powelton Ave,,Yes,Powelton,University/Southwest,,,,,,1972,,,,,http://www.preservephiladelphia.org/historic-resources/6440
6441,39.95091036,-75.14618519,317R Market St,Philadelphia,PA,19106-2115,vacant,,Yes,Old City,Central,,,,,,1970,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6441
6442,39.94472958,-75.16235274,410 S Camac St,Philadelphia,PA,19147-1141,410 S Camac St,,Yes,Washington Square West,Central,,,,,,1961,,,,,http://www.preservephiladelphia.org/historic-resources/6442
6443,39.96487799,-75.17196286,2026 Green St,Philadelphia,PA,19130-3209,2026 Green St,,Yes,Spring Garden,Central,,,,,,1975,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6443
6444,39.94038882,-75.14536204,125 Bainbridge St,Philadelphia,PA,19147-2413,125 Bainbridge St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6444
6445,39.95335323,-75.14515683,138 N 03rd St,Philadelphia,PA,19106-1814,138 N 03rd St,,Yes,Old City,Central,,,,,,1984,,,Old City,,http://www.preservephiladelphia.org/historic-resources/6445
6446,39.93979324,-75.14470847,107 Kenilworth St,Philadelphia,PA,19147-3409,107 Kenilworth St,,Yes,Queen Village,Central,,,,,,1958,,,,,http://www.preservephiladelphia.org/historic-resources/6446
6447,39.94311119,-75.18184717,2334 St Albans St,Philadelphia,PA,19146-1715,2334 St Albans St,,Yes,Graduate Hospital,Central,,,1869,,Charles Leslie,1969,,,,,http://www.preservephiladelphia.org/historic-resources/6447
6448,39.942059,-75.18009702,2214 Madison Sq,Philadelphia,PA,19146-1711,2214 Madison Sq,,Yes,Graduate Hospital,Central,,,,,,1971,,,,,http://www.preservephiladelphia.org/historic-resources/6448
6449,39.96624675,-75.17132174,2020 Wallace St,Philadelphia,PA,19130-3222,2020 Wallace St,,Yes,Spring Garden,Central,,,,,,1972,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6449
6450,39.96630942,-75.17342343,2133-35 Mount Vernon St,Philadelphia,PA,19130-3133,2133-35 Mount Vernon St,,Yes,Spring Garden,Central,,,,,,1974,,,Spring Garden,,http://www.preservephiladelphia.org/historic-resources/6450
